StudentID,Name,Age,Email,Department,GPA,GraduationYear
6398.0,Benjamin Burke,18.0,colemary@cochran.net,Computer Science,2.47,2025.0
2706.0,Brandi Roberts,24.0,joshua76@yahoo.com,Computer Science,3.88,2025.0
9410.0,Patrick Anderson,19.0,meganlewis@butler-bright.com,Computer Science,2.75,2029.0
5851.0,Jerry Butler,19.0,sherri94@hines.net,Computer Science,2.18,2030.0
9842.0,Cynthia Garrett,19.0,rhall@gmail.com,Mathematics,3.18,2027.0
6069.0,Carrie Hall,20.0,stewartlori@yahoo.com,Chemistry,2.33,2029.0
7081.0,Paul Brown,22.0,uyoder@miller.com,Chemistry,3.46,2027.0
9812.0,William Villarreal,20.0,petersoncheryl@davis-bush.com,Physics,3.92,2030.0
1790.0,Randy Pittman,19.0,robin33@knapp.com,Physics,3.92,2028.0
8268.0,Alexandra Roth,20.0,kristin46@hotmail.com,Mathematics,2.87,2025.0
1383.0,Stephanie Mitchell,18.0,michellemoody@williams.com,Chemistry,3.68,2026.0
4197.0,Michelle Kemp,23.0,susanwilliams@hotmail.com,Computer Science,2.53,2028.0
4517.0,Corey Hicks,25.0,fosterglen@gmail.com,Computer Science,3.23,2027.0
6733.0,Melinda Hancock,25.0,linda93@gmail.com,Biology,2.6,2026.0
5406.0,Julian Smith,22.0,joseph78@gmail.com,Computer Science,3.84,2029.0
5652.0,Brooke Davis,19.0,millerkevin@white.com,Chemistry,3.35,2030.0
4846.0,Diane Williams,20.0,zmclean@boyd.net,Computer Science,2.83,2027.0
9806.0,Stephanie Beck,18.0,rwinters@hotmail.com,Biology,2.74,2028.0
8526.0,Joe Kim,23.0,salinaschristine@gmail.com,Mathematics,3.5,2026.0
3257.0,Tammy Byrd,22.0,phillipsmith@gmail.com,Mathematics,3.67,2027.0
1214.0,Scott Gomez,24.0,jacksonjulie@estrada.org,Physics,3.28,2027.0
2921.0,Sean Davis,24.0,tina80@miller-navarro.com,Computer Science,3.97,2024.0
1853.0,Luis Hunter,19.0,uschultz@palmer-lambert.biz,Biology,3.07,2027.0
4418.0,Rachel Mahoney MD,25.0,teresamitchell@hernandez.net,Computer Science,2.14,2028.0
6729.0,Christina Woodward,18.0,juan08@yahoo.com,Physics,3.52,2026.0
4509.0,Shawna Moore,21.0,joseyoung@richardson.net,Physics,3.16,2024.0
8646.0,Stacy Jones,18.0,currymelissa@coleman-meza.info,Mathematics,2.84,2028.0
4675.0,Ms. Susan Suarez,25.0,amanda13@smith.org,Biology,3.86,2025.0
9291.0,Donna Briggs,23.0,avalenzuela@norris-wood.org,Chemistry,2.3,2028.0
8808.0,Tiffany Russell,20.0,kimberly95@gmail.com,Physics,2.7,2030.0
5441.0,Shawn Phillips,25.0,mbass@hotmail.com,Mathematics,3.77,2030.0
6001.0,Peter Wilson,22.0,qcantu@woods.info,Chemistry,3.39,2024.0
5630.0,Joe Bernard,21.0,kimberly88@herring.info,Chemistry,3.2,2024.0
4311.0,Brittany Hamilton,21.0,smithkaren@yahoo.com,Biology,3.95,2024.0
6577.0,Maria Rogers,20.0,reneemartinez@hotmail.com,Physics,2.11,2027.0
6809.0,Rebecca Miller,23.0,michaelconner@hotmail.com,Biology,2.76,2024.0
2318.0,Bryan Velazquez,25.0,bpowell@gmail.com,Mathematics,3.0,2030.0
4948.0,William Montgomery,22.0,chavezryan@smith.com,Chemistry,2.85,2024.0
7574.0,Robert Berg,24.0,stephensbrenda@perez.com,Physics,3.97,2030.0
8155.0,Peter White,23.0,goodwinrachel@burke.org,Computer Science,3.52,2028.0
5776.0,Ashley Garcia,20.0,daviscory@yahoo.com,Physics,3.37,2030.0
1857.0,Brandon Smith,25.0,ortizjoseph@moore.com,Computer Science,3.41,2025.0
1742.0,Kristen Orozco,20.0,vbonilla@ho.com,Biology,2.86,2030.0
4406.0,Joanna Logan,21.0,yflores@brooks.info,Physics,3.86,2030.0
2800.0,Mark Harper,19.0,mikayla15@chavez.com,Computer Science,2.99,2029.0
1666.0,Jaime Hanson,20.0,whitechristine@gonzalez.info,Computer Science,3.23,2027.0
1328.0,Johnathan Morris,21.0,cassiemcdonald@gmail.com,Biology,2.51,2030.0
7728.0,Jeffrey Sosa,24.0,nhardin@thomas.com,Computer Science,2.38,2025.0
6489.0,Mitchell Sharp,24.0,blackbrandi@gmail.com,Chemistry,3.25,2027.0
9047.0,Jose Peters,23.0,zrowe@morales.net,Chemistry,2.14,2025.0
5788.0,Jeffrey Torres,18.0,yvonnemiller@robinson.com,Biology,3.75,2025.0
8426.0,Noah Lee,25.0,olucas@cline-robinson.com,Physics,2.2,2027.0
8366.0,Jeremy Graham,20.0,dcontreras@hotmail.com,Biology,2.77,2030.0
2963.0,Mary Harrison,21.0,tylerbaldwin@yahoo.com,Biology,2.99,2027.0
3669.0,Meghan Roy,23.0,ystevens@yahoo.com,Computer Science,2.48,2025.0
4925.0,Kevin Moore,20.0,michaelarroyo@guerrero.com,Computer Science,3.63,2027.0
6915.0,Pedro Roth,23.0,knightkelly@miller-wong.org,Chemistry,3.03,2030.0
4538.0,Holly Donaldson,23.0,katherine18@hammond.info,Physics,3.65,2025.0
1663.0,Patricia Boyer,18.0,fcabrera@haynes-clark.com,Physics,3.32,2030.0
1708.0,Alexander Mccarty,22.0,sandra21@burnett-gutierrez.com,Biology,3.37,2027.0
9707.0,Michael Baldwin DDS,25.0,joshuagibbs@ross.biz,Computer Science,2.41,2026.0
4188.0,Anna Harper,23.0,marcpatel@gmail.com,Computer Science,3.8,2027.0
5902.0,Steve Green,24.0,gabrielbrown@hotmail.com,Chemistry,2.9,2025.0
7107.0,Edwin Boyd,18.0,aaron93@yahoo.com,Physics,3.44,2025.0
8040.0,Emily Chambers,20.0,bridgessavannah@yahoo.com,Physics,2.51,2029.0
4140.0,Hunter Martinez,21.0,sandy22@rollins.com,Physics,2.02,2028.0
3797.0,Victor Moss,21.0,morgan52@taylor.com,Physics,3.37,2029.0
7752.0,Kelly Lucas,18.0,schwartztina@yahoo.com,Physics,3.72,2026.0
8473.0,Reginald Richardson,21.0,bakerjeremy@young-jones.info,Computer Science,2.04,2024.0
1613.0,Patrick Sanchez,22.0,smithamanda@johnson.org,Chemistry,2.08,2026.0
8298.0,Michelle Chen DDS,24.0,rebeccapreston@young.info,Computer Science,2.5,2027.0
6502.0,Richard Sherman,22.0,alexandra82@yahoo.com,Physics,2.9,2030.0
7506.0,Robert Williams,18.0,salvarado@yahoo.com,Chemistry,3.18,2024.0
4633.0,Samuel Alexander,24.0,iherring@solis.com,Computer Science,3.77,2024.0
9239.0,Anthony Graham,21.0,anamartin@hotmail.com,Mathematics,2.02,2026.0
9872.0,Dr. Lynn Hoffman,25.0,jonathangarner@yahoo.com,Mathematics,3.26,2027.0
6585.0,Miss April Howard,21.0,brusso@hotmail.com,Mathematics,2.3,2024.0
1594.0,Tyler Rodriguez,23.0,cruzjohn@hotmail.com,Physics,3.86,2028.0
7265.0,Kevin Bowman,25.0,brownronald@clay.com,Chemistry,3.98,2030.0
9985.0,Christopher Henry,19.0,steelejohn@nguyen.com,Chemistry,3.07,2030.0
9204.0,Joshua Richardson,22.0,stephenanderson@gmail.com,Chemistry,2.14,2024.0
1959.0,Amy Washington,21.0,stephen13@miller.com,Biology,3.85,2030.0
4036.0,Amanda Cook,18.0,hannahdillon@giles.com,Computer Science,3.19,2028.0
3694.0,Scott Montes,24.0,vanessameyers@hotmail.com,Chemistry,2.03,2026.0
7829.0,Sean Thomas,21.0,april31@gmail.com,Physics,3.64,2029.0
8694.0,Amanda Roberts,19.0,michael36@yahoo.com,Biology,2.55,2029.0
9382.0,Joanna Rose,22.0,timothyfuentes@gmail.com,Physics,2.71,2025.0
1113.0,Willie Russell,18.0,susan10@yahoo.com,Computer Science,2.51,2028.0
7637.0,Peter Day,19.0,smaynard@cole.com,Mathematics,3.99,2029.0
6344.0,Matthew Sherman,21.0,woodmonica@gmail.com,Physics,3.47,2024.0
5468.0,Stephanie Moore DDS,19.0,cynthia58@yahoo.com,Physics,3.78,2025.0
2698.0,Brandon Fletcher,18.0,juliepeterson@pearson-shepherd.net,Computer Science,3.71,2030.0
7871.0,Ryan Thomas,20.0,whitakerjoseph@yahoo.com,Chemistry,2.59,2027.0
8556.0,Mrs. Amber Luna DVM,19.0,zgray@salazar.net,Chemistry,2.62,2029.0
5031.0,Crystal Fry,20.0,xstewart@huff.org,Computer Science,3.0,2025.0
2575.0,William Le,20.0,morr@gmail.com,Physics,2.78,2029.0
2322.0,Antonio Carter,20.0,jameslisa@morrison.com,Biology,2.45,2026.0
9056.0,Beth Abbott,24.0,jhill@bell.com,Computer Science,2.58,2025.0
6326.0,Christine Howard,21.0,brianna99@hotmail.com,Chemistry,2.98,2029.0
8790.0,Chelsea Arellano,23.0,gregory11@russell-morris.com,Physics,3.14,2028.0
3873.0,Stacy Rodriguez,22.0,tranjulia@romero.biz,Computer Science,3.59,2026.0
3176.0,Shannon Green,22.0,ogordon@guerrero-holt.com,Chemistry,2.22,2030.0
9203.0,Donna Reed,19.0,dennisconner@sellers.com,Physics,3.12,2027.0
9676.0,Michelle Wang,24.0,mikecollins@gmail.com,Computer Science,3.44,2028.0
2142.0,Thomas Barker,25.0,mmelendez@lewis.com,Chemistry,2.54,2028.0
4138.0,Kimberly Cline,23.0,davismatthew@gmail.com,Biology,2.1,2029.0
8314.0,Clinton Weber,25.0,bhiggins@jenkins-stevenson.com,Biology,3.98,2027.0
9826.0,Lindsay Murphy,19.0,tammyjones@clayton.info,Computer Science,3.71,2026.0
5149.0,Mallory May,25.0,morrisonlucas@gmail.com,Biology,2.98,2029.0
9098.0,Larry Torres,25.0,rachel70@hotmail.com,Physics,2.01,2030.0
2991.0,Tina Mccormick,25.0,zthompson@lee.com,Physics,2.09,2027.0
6780.0,Brian Sampson,22.0,jamesgeorge@yahoo.com,Physics,3.11,2025.0
1363.0,Christine Park,19.0,goodwinerica@brown.com,Computer Science,2.0,2027.0
6589.0,Vicki Lewis,22.0,bperry@hotmail.com,Computer Science,3.9,2028.0
9377.0,Matthew Black,24.0,lewisbetty@hotmail.com,Mathematics,2.63,2029.0
2982.0,Felicia Lee,18.0,torresjacqueline@chambers-woodard.net,Biology,2.61,2028.0
7186.0,James Black,22.0,sgarza@nunez.net,Physics,2.04,2026.0
4265.0,James Mitchell,21.0,gracejohnson@yahoo.com,Mathematics,3.27,2026.0
9696.0,Alexander Mcconnell,24.0,corysmith@anderson-anderson.com,Chemistry,3.27,2029.0
8291.0,Danielle Clark,24.0,crystal02@schmidt.com,Mathematics,3.41,2029.0
5094.0,Robert Foster,24.0,teresamoreno@rubio-sanchez.com,Computer Science,2.08,2030.0
7933.0,Gary Clark,23.0,alyssawagner@gmail.com,Physics,3.96,2026.0
2962.0,Cynthia Martin,24.0,caitlynmoody@adams.com,Physics,3.42,2026.0
7780.0,Brianna Cunningham,21.0,alexanderfernando@gmail.com,Mathematics,2.51,2030.0
8082.0,Dr. Jesus Johnson,21.0,xharris@hotmail.com,Chemistry,2.14,2026.0
7240.0,Jessica Jarvis,22.0,nhurst@hester.info,Biology,2.34,2029.0
3033.0,Theresa Hensley,21.0,evance@moore.org,Mathematics,2.92,2030.0
2538.0,James Mckee,23.0,andersonmichelle@yahoo.com,Physics,2.24,2025.0
3406.0,Jonathan Blanchard,25.0,jonathanfoster@sanchez.com,Computer Science,2.06,2026.0
5615.0,Melissa Estrada,18.0,bowmanmatthew@martin-duran.org,Biology,2.17,2029.0
3994.0,John Gallagher,23.0,elliottsheryl@wilcox.net,Chemistry,2.57,2026.0
3274.0,Catherine Velasquez,22.0,fsutton@gmail.com,Physics,2.71,2025.0
3609.0,Joyce Thomas,19.0,zanderson@barrera.net,Chemistry,2.22,2030.0
9179.0,Theresa Hughes,21.0,mstanley@yahoo.com,Mathematics,3.23,2025.0
4463.0,Steven Golden,19.0,nvasquez@yahoo.com,Computer Science,3.9,2025.0
6178.0,Miss April Smith,20.0,logansanchez@manning.com,Mathematics,3.15,2028.0
7283.0,Helololo,20.0,logansanchez@manning.com,Mathematics,3.15,2028.0
