StudentID,Name,Age,Email,Department,GPA,GraduationYear
5119.0,Alexander Jones,25,emily28@hotmail.com,Physics,2.92,2024
7304.0,William Anderson,25,jacob29@gmail.com,Mathematics,3.51,2024
3663.0,Shawna Glover,19,alison62@barrett.com,Biology,2.75,2028
6423.0,Susan Galvan,22,theresa04@gmail.com,Chemistry,3.26,2028
5155.0,Jason King,24,oliviawalls@hotmail.com,Chemistry,3.74,2024
1066.0,Alexander Simmons,19,jrodriguez@cox.info,Biology,3.26,2028
5773.0,James Moore,24,daniel72@long.com,Physics,2.37,2024
8417.0,Frank Garza,19,jennifer82@cruz.com,Mathematics,2.67,2027
4235.0,Cynthia Parker Dvm,22,jasminelewis@washington.com,Mathematics,2.02,2028
7002.0,Robert Smith,18,amanda74@gmail.com,Chemistry,2.7,2028
5998.0,Marie Valdez,18,xwarner@nelson.com,Computer Science,3.5,2030
9661.0,Patty Duke,18,sparksanna@gmail.com,Chemistry,3.6,2027
5144.0,Teresa Lucas,20,epatel@edwards-smith.info,Biology,3.47,2029
3719.0,Melanie Lowe,25,nicolepruitt@bell-gibson.org,Computer Science,3.05,2030
9310.0,Isaiah Morales,25,lutzjason@neal.biz,Physics,3.06,2025
9271.0,Connor Fry,19,masseytom@gmail.com,Chemistry,3.94,2030
4603.0,Autumn Nguyen,22,john53@hotmail.com,Mathematics,2.13,2030
5001.0,Jasmin Pena,23,ajackson@hotmail.com,Chemistry,3.64,2025
5618.0,Mrs. Carol Williams Md,22,janice01@yahoo.com,Physics,3.56,2027
3205.0,Andrew Lutz,20,patrick16@yahoo.com,Chemistry,3.16,2029
8431.0,Julie Martin,25,angelawilliams@gmail.com,Chemistry,3.56,2030
4604.0,Lisa Brown,19,annette64@gmail.com,Physics,2.81,2025
7287.0,Holly King,23,williamsjack@randolph.com,Chemistry,2.94,2024
3481.0,Ricky Sanders,19,buckleyandrew@gmail.com,Computer Science,3.8,2027
3068.0,Gary Taylor,21,veronicarogers@yahoo.com,Mathematics,2.62,2030
4514.0,Arthur Thornton,25,kirstenowen@yahoo.com,Biology,2.1,2024
2499.0,Eric Leonard,23,theresarosales@gmail.com,Biology,2.39,2027
5212.0,William Smith,23,daniel93@lee-morris.com,Mathematics,3.29,2028
5550.0,Daniel Daniel,22,christianbrown@yahoo.com,Physics,3.51,2027
8265.0,Joel Nicholson,24,michaelpratt@murray.net,Chemistry,2.79,2027
6398.0,Benjamin Burke,18,colemary@cochran.net,Computer Science,2.47,2025
2706.0,Brandi Roberts,24,joshua76@yahoo.com,Computer Science,3.88,2025
9410.0,Patrick Anderson,19,meganlewis@butler-bright.com,Computer Science,2.75,2029
5851.0,Jerry Butler,19,sherri94@hines.net,Computer Science,2.18,2030
9842.0,Cynthia Garrett,19,rhall@gmail.com,Mathematics,3.18,2027
6069.0,Carrie Hall,20,stewartlori@yahoo.com,Chemistry,2.33,2029
7081.0,Paul Brown,22,uyoder@miller.com,Chemistry,3.46,2027
9812.0,William Villarreal,20,petersoncheryl@davis-bush.com,Physics,3.92,2030
1790.0,Randy Pittman,19,robin33@knapp.com,Physics,3.92,2028
8268.0,Alexandra Roth,20,kristin46@hotmail.com,Mathematics,2.87,2025
1383.0,Stephanie Mitchell,18,michellemoody@williams.com,Chemistry,3.68,2026
4197.0,Michelle Kemp,23,susanwilliams@hotmail.com,Computer Science,2.53,2028
4517.0,Corey Hicks,25,fosterglen@gmail.com,Computer Science,3.23,2027
6733.0,Melinda Hancock,25,linda93@gmail.com,Biology,2.6,2026
5406.0,Julian Smith,22,joseph78@gmail.com,Computer Science,3.84,2029
5652.0,Brooke Davis,19,millerkevin@white.com,Chemistry,3.35,2030
4846.0,Diane Williams,20,zmclean@boyd.net,Computer Science,2.83,2027
9806.0,Stephanie Beck,18,rwinters@hotmail.com,Biology,2.74,2028
8526.0,Joe Kim,23,salinaschristine@gmail.com,Mathematics,3.5,2026
3257.0,Tammy Byrd,22,phillipsmith@gmail.com,Mathematics,3.67,2027
1214.0,Scott Gomez,24,jacksonjulie@estrada.org,Physics,3.28,2027
2921.0,Sean Davis,24,tina80@miller-navarro.com,Computer Science,3.97,2024
1853.0,Luis Hunter,19,uschultz@palmer-lambert.biz,Biology,3.07,2027
4418.0,Rachel Mahoney Md,25,teresamitchell@hernandez.net,Computer Science,2.14,2028
6729.0,Christina Woodward,18,juan08@yahoo.com,Physics,3.52,2026
4509.0,Shawna Moore,21,joseyoung@richardson.net,Physics,3.16,2024
8646.0,Stacy Jones,18,currymelissa@coleman-meza.info,Mathematics,2.84,2028
4675.0,Ms. Susan Suarez,25,amanda13@smith.org,Biology,3.86,2025
9291.0,Donna Briggs,23,avalenzuela@norris-wood.org,Chemistry,2.3,2028
8808.0,Tiffany Russell,20,kimberly95@gmail.com,Physics,2.7,2030
5441.0,Shawn Phillips,25,mbass@hotmail.com,Mathematics,3.77,2030
6001.0,Peter Wilson,22,qcantu@woods.info,Chemistry,3.39,2024
5630.0,Joe Bernard,21,kimberly88@herring.info,Chemistry,3.2,2024
4311.0,Brittany Hamilton,21,smithkaren@yahoo.com,Biology,3.95,2024
6577.0,Maria Rogers,20,reneemartinez@hotmail.com,Physics,2.11,2027
6809.0,Rebecca Miller,23,michaelconner@hotmail.com,Biology,2.76,2024
2318.0,Bryan Velazquez,25,bpowell@gmail.com,Mathematics,3.0,2030
4948.0,William Montgomery,22,chavezryan@smith.com,Chemistry,2.85,2024
7574.0,Robert Berg,24,stephensbrenda@perez.com,Physics,3.97,2030
8155.0,Peter White,23,goodwinrachel@burke.org,Computer Science,3.52,2028
5776.0,Ashley Garcia,20,daviscory@yahoo.com,Physics,3.37,2030
1857.0,Brandon Smith,25,ortizjoseph@moore.com,Computer Science,3.41,2025
1742.0,Kristen Orozco,20,vbonilla@ho.com,Biology,2.86,2030
4406.0,Joanna Logan,21,yflores@brooks.info,Physics,3.86,2030
2800.0,Mark Harper,19,mikayla15@chavez.com,Computer Science,2.99,2029
1666.0,Jaime Hanson,20,whitechristine@gonzalez.info,Computer Science,3.23,2027
1328.0,Johnathan Morris,21,cassiemcdonald@gmail.com,Biology,2.51,2030
7728.0,Jeffrey Sosa,24,nhardin@thomas.com,Computer Science,2.38,2025
6489.0,Mitchell Sharp,24,blackbrandi@gmail.com,Chemistry,3.25,2027
9047.0,Jose Peters,23,zrowe@morales.net,Chemistry,2.14,2025
5788.0,Jeffrey Torres,18,yvonnemiller@robinson.com,Biology,3.75,2025
8426.0,Noah Lee,25,olucas@cline-robinson.com,Physics,2.2,2027
8366.0,Jeremy Graham,20,dcontreras@hotmail.com,Biology,2.77,2030
2963.0,Mary Harrison,21,tylerbaldwin@yahoo.com,Biology,2.99,2027
3669.0,Meghan Roy,23,ystevens@yahoo.com,Computer Science,2.48,2025
4925.0,Kevin Moore,20,michaelarroyo@guerrero.com,Computer Science,3.63,2027
6915.0,Pedro Roth,23,knightkelly@miller-wong.org,Chemistry,3.03,2030
4538.0,Holly Donaldson,23,katherine18@hammond.info,Physics,3.65,2025
1663.0,Patricia Boyer,18,fcabrera@haynes-clark.com,Physics,3.32,2030
1708.0,Alexander Mccarty,22,sandra21@burnett-gutierrez.com,Biology,3.37,2027
9707.0,Michael Baldwin Dds,25,joshuagibbs@ross.biz,Computer Science,2.41,2026
4188.0,Anna Harper,23,marcpatel@gmail.com,Computer Science,3.8,2027
5902.0,Steve Green,24,gabrielbrown@hotmail.com,Chemistry,2.9,2025
7107.0,Edwin Boyd,18,aaron93@yahoo.com,Physics,3.44,2025
8040.0,Emily Chambers,20,bridgessavannah@yahoo.com,Physics,2.51,2029
4140.0,Hunter Martinez,21,sandy22@rollins.com,Physics,2.02,2028
3797.0,Victor Moss,21,morgan52@taylor.com,Physics,3.37,2029
7752.0,Kelly Lucas,18,schwartztina@yahoo.com,Physics,3.72,2026
8473.0,Reginald Richardson,21,bakerjeremy@young-jones.info,Computer Science,2.04,2024
1613.0,Patrick Sanchez,22,smithamanda@johnson.org,Chemistry,2.08,2026
8298.0,Michelle Chen Dds,24,rebeccapreston@young.info,Computer Science,2.5,2027
6502.0,Richard Sherman,22,alexandra82@yahoo.com,Physics,2.9,2030
7506.0,Robert Williams,18,salvarado@yahoo.com,Chemistry,3.18,2024
4633.0,Samuel Alexander,24,iherring@solis.com,Computer Science,3.77,2024
9239.0,Anthony Graham,21,anamartin@hotmail.com,Mathematics,2.02,2026
9872.0,Dr. Lynn Hoffman,25,jonathangarner@yahoo.com,Mathematics,3.26,2027
6585.0,Miss April Howard,21,brusso@hotmail.com,Mathematics,2.3,2024
1594.0,Tyler Rodriguez,23,cruzjohn@hotmail.com,Physics,3.86,2028
7265.0,Kevin Bowman,25,brownronald@clay.com,Chemistry,3.98,2030
9985.0,Christopher Henry,19,steelejohn@nguyen.com,Chemistry,3.07,2030
9204.0,Joshua Richardson,22,stephenanderson@gmail.com,Chemistry,2.14,2024
1959.0,Amy Washington,21,stephen13@miller.com,Biology,3.85,2030
4036.0,Amanda Cook,18,hannahdillon@giles.com,Computer Science,3.19,2028
3694.0,Scott Montes,24,vanessameyers@hotmail.com,Chemistry,2.03,2026
7829.0,Sean Thomas,21,april31@gmail.com,Physics,3.64,2029
8694.0,Amanda Roberts,19,michael36@yahoo.com,Biology,2.55,2029
9382.0,Joanna Rose,22,timothyfuentes@gmail.com,Physics,2.71,2025
1113.0,Willie Russell,18,susan10@yahoo.com,Computer Science,2.51,2028
7637.0,Peter Day,19,smaynard@cole.com,Mathematics,3.99,2029
6344.0,Matthew Sherman,21,woodmonica@gmail.com,Physics,3.47,2024
5468.0,Stephanie Moore Dds,19,cynthia58@yahoo.com,Physics,3.78,2025
2698.0,Brandon Fletcher,18,juliepeterson@pearson-shepherd.net,Computer Science,3.71,2030
7871.0,Ryan Thomas,20,whitakerjoseph@yahoo.com,Chemistry,2.59,2027
8556.0,Mrs. Amber Luna Dvm,19,zgray@salazar.net,Chemistry,2.62,2029
5031.0,Crystal Fry,20,xstewart@huff.org,Computer Science,3.0,2025
2575.0,William Le,20,morr@gmail.com,Physics,2.78,2029
2322.0,Antonio Carter,20,jameslisa@morrison.com,Biology,2.45,2026
9056.0,Beth Abbott,24,jhill@bell.com,Computer Science,2.58,2025
6326.0,Christine Howard,21,brianna99@hotmail.com,Chemistry,2.98,2029
8790.0,Chelsea Arellano,23,gregory11@russell-morris.com,Physics,3.14,2028
3873.0,Stacy Rodriguez,22,tranjulia@romero.biz,Computer Science,3.59,2026
3176.0,Shannon Green,22,ogordon@guerrero-holt.com,Chemistry,2.22,2030
9203.0,Donna Reed,19,dennisconner@sellers.com,Physics,3.12,2027
9676.0,Michelle Wang,24,mikecollins@gmail.com,Computer Science,3.44,2028
2142.0,Thomas Barker,25,mmelendez@lewis.com,Chemistry,2.54,2028
4138.0,Kimberly Cline,23,davismatthew@gmail.com,Biology,2.1,2029
8314.0,Clinton Weber,25,bhiggins@jenkins-stevenson.com,Biology,3.98,2027
9826.0,Lindsay Murphy,19,tammyjones@clayton.info,Computer Science,3.71,2026
5149.0,Mallory May,25,morrisonlucas@gmail.com,Biology,2.98,2029
9098.0,Larry Torres,25,rachel70@hotmail.com,Physics,2.01,2030
2991.0,Tina Mccormick,25,zthompson@lee.com,Physics,2.09,2027
6780.0,Brian Sampson,22,jamesgeorge@yahoo.com,Physics,3.11,2025
1363.0,Christine Park,19,goodwinerica@brown.com,Computer Science,2.0,2027
6589.0,Vicki Lewis,22,bperry@hotmail.com,Computer Science,3.9,2028
9377.0,Matthew Black,24,lewisbetty@hotmail.com,Mathematics,2.63,2029
2982.0,Felicia Lee,18,torresjacqueline@chambers-woodard.net,Biology,2.61,2028
7186.0,James Black,22,sgarza@nunez.net,Physics,2.04,2026
4265.0,James Mitchell,21,gracejohnson@yahoo.com,Mathematics,3.27,2026
9696.0,Alexander Mcconnell,24,corysmith@anderson-anderson.com,Chemistry,3.27,2029
8291.0,Danielle Clark,24,crystal02@schmidt.com,Mathematics,3.41,2029
5094.0,Robert Foster,24,teresamoreno@rubio-sanchez.com,Computer Science,2.08,2030
7933.0,Gary Clark,23,alyssawagner@gmail.com,Physics,3.96,2026
2962.0,Cynthia Martin,24,caitlynmoody@adams.com,Physics,3.42,2026
7780.0,Brianna Cunningham,21,alexanderfernando@gmail.com,Mathematics,2.51,2030
8082.0,Dr. Jesus Johnson,21,xharris@hotmail.com,Chemistry,2.14,2026
7240.0,Jessica Jarvis,22,nhurst@hester.info,Biology,2.34,2029
3033.0,Theresa Hensley,21,evance@moore.org,Mathematics,2.92,2030
2538.0,James Mckee,23,andersonmichelle@yahoo.com,Physics,2.24,2025
3406.0,Jonathan Blanchard,25,jonathanfoster@sanchez.com,Computer Science,2.06,2026
5615.0,Melissa Estrada,18,bowmanmatthew@martin-duran.org,Biology,2.17,2029
3994.0,John Gallagher,23,elliottsheryl@wilcox.net,Chemistry,2.57,2026
3274.0,Catherine Velasquez,22,fsutton@gmail.com,Physics,2.71,2025
3609.0,Joyce Thomas,19,zanderson@barrera.net,Chemistry,2.22,2030
9179.0,Theresa Hughes,21,mstanley@yahoo.com,Mathematics,3.23,2025
4463.0,Steven Golden,19,nvasquez@yahoo.com,Computer Science,3.9,2025
6178.0,Miss April Smith,20,logansanchez@manning.com,Mathematics,3.15,2028
7283.0,Helololo,20,logansanchez@manning.com,Mathematics,3.15,2028
